,name,normal_assignment,assignment,state_var_normal_assignment,state_var_assign,if,loop,var_definition,emit,guarantee,function_call,rhs_msgsender,owner_is_msgsender,lhs_balance_assign,lhs_balance_owner_assign,is_constructor,visibility,modifier_names,is_called
680,getOwner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
681,isRegistered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
682,getAuditor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
683,getAllAuditors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
684,kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
685,returnDeposit,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,internal,[],False
686,receiveSecurityDeposit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
687,transferSecurityDeposit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
688,findAuditor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
689,isAuditorRegistered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
690,registerAuditor,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,default,[],False
691,unregisterAuditor,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,default,[],False
692,transferAuditorRecord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
693,findDsp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
694,registerDsp,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,default,[],False
695,isDspRegistered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
696,unregisterDsp,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,default,[],False
697,updateUrl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,[],False
698,transferDSPRecord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
699,findPublisher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
700,isPublisherRegistered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
701,registerPublisher,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,default,[],False
702,unregisterPublisher,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,default,[],False
703,transferPublisherRecord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
704,findSsp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
705,registerSsp,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,default,[],False
706,isSspRegistered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
707,unregisterSsp,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,default,[],False
708,updatePublisherFee,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,[],False
709,transferSSPRecord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
710,applyRuntimeUpdate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
711,applyAuditorsCheckUpdate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
712,replaceSSPRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
713,replaceDSPRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
714,replacePublisherRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
715,replaceAuditorRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
716,replaceSecurityDepositRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
717,getSSPRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
718,getDSPRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
719,getPublisherRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
720,getAuditorRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
721,getSecurityDepositRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
722,applyRuntimeUpdate,5,5,0,0,4,0,0,0,0,0,0,0,0,0,False,default,['onlyChannelContract'],False
723,applyAuditorsCheckUpdate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,['onlyChannelContract'],False
724,PapyrusDAO,6,6,0,0,0,0,0,0,0,0,0,0,0,0,True,default,[],False
725,replaceSSPRegistry,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
726,replaceDSPRegistry,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
727,replacePublisherRegistry,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
728,replaceAuditorRegistry,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
729,replaceSecurityDepositRegistry,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
730,replaceChannelContractAddress,1,1,0,0,0,0,0,0,1,1,0,0,0,0,False,public,['onlyOwner'],False
731,getSSPRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
732,getDSPRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
733,getPublisherRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
734,getAuditorRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
735,getSecurityDepositRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
736,transferDepositsToNewDao,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
737,kill,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
738,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
739,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
740,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
741,mul,1,1,0,0,1,0,0,0,1,0,0,0,0,0,False,internal,[],False
742,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
743,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
744,add,1,1,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
745,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
746,transfer,2,2,2,2,0,0,0,1,2,0,0,0,2,1,False,public,[],False
747,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
748,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
749,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
750,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
751,transferFrom,3,3,0,0,0,0,0,1,3,0,0,0,2,0,False,public,[],False
752,approve,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False,public,[],False
753,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
754,increaseApproval,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False,public,[],False
755,decreaseApproval,2,2,0,0,1,0,0,1,0,0,0,0,0,0,False,public,[],False
756,burn,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
757,_burn,2,2,0,0,0,0,0,2,1,0,0,0,1,0,False,internal,[],False
758,,2,2,0,0,0,0,0,0,0,0,0,0,1,1,True,public,[],False
759,Ownable,1,1,1,1,0,0,0,0,0,0,1,1,0,0,True,public,[],False
760,transferOwnership,1,1,1,1,0,0,0,0,1,1,0,0,0,0,False,public,['onlyOwner'],False
761,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
762,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
763,enableTransfers,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
764,transfer,2,2,2,2,0,0,0,0,2,1,0,0,2,1,False,public,['transfersEnabled'],False
765,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
766,mul,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,internal,[],False
767,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
768,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
769,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
770,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
771,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
772,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
773,transferFrom,3,3,0,0,0,0,0,0,3,1,0,0,2,0,False,public,[],False
774,approve,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
775,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
776,increaseApproval,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
777,decreaseApproval,2,2,0,0,1,0,0,0,0,1,0,0,0,0,False,public,[],False
778,addMinter,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
779,deleteMinter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
780,mint,2,2,0,0,0,0,0,0,1,2,0,0,1,0,False,public,"['onlyMinters', 'canMint']",False
781,finishMinting,1,1,1,1,0,0,0,0,0,1,0,0,0,0,False,public,"['onlyOwner', 'canMint']",False
782,CappedToken,1,1,1,1,0,0,0,0,1,0,0,0,0,0,True,public,[],False
783,mint,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,public,"['onlyMinters', 'canMint']",False
784,ParameterizedToken,3,3,3,3,0,0,0,0,0,0,0,0,0,0,True,public,['CappedToken'],False
785,GameXToken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,public,['ParameterizedToken'],False
786,mul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
787,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
788,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
789,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
790,issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
791,issueAtIco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
792,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
793,unlock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
794,getPercentageBonusForIco,0,0,0,0,3,0,0,0,0,1,0,0,0,0,False,default,[],False
795,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
796,RICHCrowdsale,4,4,4,4,0,0,0,0,0,0,0,0,0,0,True,default,[],False
797,setCurrentMarketRate,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,default,['onlyCreator'],False
798,setMinimumIcoRate,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,default,['onlyCreator'],False
799,setHumanityFund,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,default,['onlyCreator'],False
800,setBuyBackFund,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,default,['onlyCreator'],False
801,getRate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,default,[],False
802,getInvestorTokenPercentage,2,2,0,0,2,0,0,0,0,0,0,0,0,0,False,default,[],False
803,toRICH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
804,getCurrentIcoNumber,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,default,[],False
805,updateState,7,7,7,7,6,0,0,0,0,0,0,0,0,0,False,default,[],True
806,withdraw,1,2,0,1,5,0,0,0,0,0,0,0,0,0,False,default,['onlyCreator'],False
807,sendSubscriptionBonus,0,1,0,1,2,0,0,0,0,0,0,0,0,0,False,default,['onlyCreator'],False
808,,1,6,0,4,5,0,0,0,0,0,0,0,0,0,False,default,['atStage'],False
809,,6,6,6,6,0,0,0,0,0,0,1,1,1,1,True,public,[],False
810,_transfer,2,2,2,2,0,0,0,1,4,0,0,0,2,0,False,internal,[],True
811,transfer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
812,transferFrom,1,1,0,0,0,0,0,0,1,1,0,0,0,0,False,public,[],False
813,burn,2,2,2,2,0,0,0,1,1,0,0,0,1,1,False,public,[],False
814,burnFrom,3,3,2,2,0,0,0,1,2,0,0,0,1,0,False,public,[],False
815,transferOwnership,1,1,1,1,1,0,0,0,0,0,0,0,0,0,False,external,['onlyOwner'],False
816,selfdestruct,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,external,['onlyOwner'],True
817,unlockContract,1,1,1,1,0,0,0,0,1,0,0,0,0,0,False,external,['onlyOwner'],False
818,lockContract,1,1,1,1,0,0,0,0,1,0,0,0,0,0,False,external,['onlyOwner'],False
819,addWhiteList,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,"['onlyOwner', 'checkStatus']",False
820,removeWhiteList,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,"['onlyOwner', 'checkStatus']",False
821,isAllowTransfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
822,getAllowAmount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
823,mul,1,1,0,0,1,0,0,0,1,0,0,0,0,0,False,internal,[],False
824,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
825,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
826,add,1,1,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
827,issue,1,1,0,0,0,0,0,1,3,0,0,0,0,0,False,external,"['checkStatus', 'onlyOwner']",False
828,showIssueDetail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,public,[],False
829,hasIssue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,[],False
830,reveiveToken,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,external,"['onlyOwner', 'checkStatus']",False
831,saveHash,2,2,2,2,0,0,0,0,0,0,0,0,0,0,False,public,[],False
832,Owned,1,1,1,1,0,0,0,0,0,0,1,1,0,0,True,default,[],False
833,changeOwner,1,1,1,1,1,0,0,0,0,0,0,0,0,0,False,default,['onlyOwner'],False
834,mul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
835,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
836,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
837,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
838,max64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
839,min64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
840,max256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
841,min256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
842,DynamicCeiling,2,2,1,1,0,0,0,0,0,0,0,0,0,0,True,default,[],False
843,setHiddenCeilings,3,3,1,1,0,1,0,0,1,0,0,0,0,0,False,public,['onlyOwner'],False
844,revealCeiling,5,5,2,2,2,0,0,0,4,0,0,0,0,0,False,public,[],False
845,revealMulti,1,1,0,0,0,1,0,0,1,1,0,0,0,0,False,public,[],False
846,moveToNextCeiling,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
847,availableAmountToCollect,1,1,1,1,6,0,0,0,0,0,0,0,0,0,False,public,['onlySaleAddress'],False
848,calculateHash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
849,nCeilings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
850,Trustee,1,1,1,1,0,0,0,0,1,0,0,0,0,0,True,default,[],False
851,grant,2,2,2,2,0,0,0,0,5,1,0,0,0,0,False,public,['onlyOwner'],False
852,revoke,1,1,1,1,0,0,0,0,1,1,0,0,0,0,False,public,['onlyOwner'],False
853,vestedTokens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,public,[],False
854,calculateVestedTokens,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,private,[],False
855,unlockVestedTokens,2,2,1,1,2,0,0,0,1,1,0,0,0,0,False,public,[],False
856,proxyPayment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
857,onTransfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
858,onApprove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
859,Controlled,1,1,1,1,0,0,0,0,0,0,1,0,0,0,True,default,[],False
860,changeController,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,default,['onlyController'],False
861,receiveApproval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
862,MiniMeToken,8,8,8,8,0,0,0,0,0,0,0,0,0,0,True,default,[],False
863,transfer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,default,[],False
864,transferFrom,0,1,0,0,2,0,0,0,1,0,0,0,0,0,False,default,[],False
865,doTransfer,0,0,0,0,3,0,0,0,4,3,0,0,0,0,False,internal,[],False
866,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
867,approve,1,1,0,0,1,0,0,0,3,1,0,0,0,0,False,default,[],False
868,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
869,approveAndCall,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,default,[],False
870,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
871,balanceOfAt,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,default,[],False
872,totalSupplyAt,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,default,[],False
873,createCloneToken,1,1,0,0,1,0,0,0,0,1,0,0,0,0,False,default,[],False
874,generateTokens,0,0,0,0,0,0,0,0,2,3,0,0,0,0,False,default,['onlyController'],False
875,destroyTokens,0,0,0,0,0,0,0,0,2,3,0,0,0,0,False,default,['onlyController'],False
876,enableTransfers,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,default,['onlyController'],False
877,getValueAt,2,2,0,0,4,1,0,0,0,0,0,0,0,0,False,internal,[],False
878,updateValueAtNow,3,3,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,[],False
879,isContract,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,[],False
880,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
881,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,False,default,[],False
882,claimTokens,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,default,['onlyController'],False
883,createCloneToken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
884,SHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,default,['MiniMeToken'],False
885,AffiliateUtility,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,default,[],False
886,setTiers,2,2,2,2,0,0,0,0,0,0,0,0,0,0,False,default,['onlyOwner'],False
887,addAffiliate,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,default,['onlyOwner'],False
888,applyAffiliate,3,3,0,0,3,0,0,0,0,0,0,0,0,0,False,public,[],False
889,getAffiliate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
890,isAffiliateValid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
891,SCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,default,['MiniMeToken'],False
892,approveAddress,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyApi'],False
893,doBuy,2,2,2,2,0,0,0,0,0,6,0,0,0,0,False,internal,[],True
894,applyDiscount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
895,updateCounters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
896,TokenSale,8,8,8,8,0,0,0,0,0,0,0,0,0,0,True,default,[],False
897,payAffiliate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,[],False
898,setShp,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
899,transferOwnership,0,0,0,0,0,0,0,0,3,0,0,0,0,0,False,public,['onlyOwner'],False
900,isContract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
901,pauseContribution,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
902,resumeContribution,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
903,proxyPayment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
904,onTransfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
905,onApprove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
906,SharpeCrowdsale,2,2,2,2,0,0,0,0,0,0,0,0,0,0,True,default,['TokenSale'],False
907,setDynamicCeilingAddress,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
908,,2,2,0,0,3,0,0,0,1,1,0,0,0,0,False,public,"['notPaused', 'notClosed', 'isValidated', 'amountValidated', 'isApproved']",False
909,applyDiscount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
910,updateCounters,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
911,closeSale,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,public,['onlyOwner'],False
912,mul,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,internal,[],False
913,div,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
914,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
915,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
916,mod,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
917,receiveApproval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,external,[],False
918,,1,1,1,1,0,0,0,1,0,0,1,1,0,0,True,internal,[],False
919,owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
920,isOwner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
921,renounceOwnership,1,1,1,1,0,0,0,1,0,0,0,0,0,0,False,public,['onlyOwner'],False
922,transferOwnership,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,['onlyOwner'],False
923,_transferOwnership,1,1,1,1,0,0,0,1,1,0,0,0,0,0,False,internal,[],False
924,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,True,internal,[],False
925,paused,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
926,pause,1,1,1,1,0,0,0,1,0,0,0,0,0,0,False,public,"['onlyOwner', 'whenNotPaused']",False
927,unpause,1,1,1,1,0,0,0,1,0,0,0,0,0,0,False,public,"['onlyOwner', 'whenPaused']",False
928,,4,4,4,4,0,0,0,0,0,0,0,0,1,1,True,public,[],False
929,_transfer,2,2,2,2,0,0,0,1,1,0,0,0,2,0,False,internal,[],False
930,transfer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
931,transferFrom,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
932,approve,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False,public,[],False
933,approveAndCall,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,public,[],False
934,burn,2,2,2,2,0,0,0,1,0,0,0,0,1,1,False,public,[],False
935,burnFrom,3,3,2,2,0,0,0,1,0,0,0,0,1,0,False,public,[],False
936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,public,['TokenERC20'],False
937,freezeAccount,1,1,1,1,0,0,0,1,0,0,0,0,0,0,False,public,['onlyOwner'],False
938,changeName,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
939,changeSymbol,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
940,_transfer,2,2,0,0,0,0,0,1,3,0,0,0,2,0,False,internal,['whenNotPaused'],False
941,query,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
942,query_withGasLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
943,query2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
944,query2_withGasLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
945,queryN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
946,queryN_withGasLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
947,getPrice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
948,getPrice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
949,useCoupon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
950,setProofType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
951,setConfig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
952,setCustomGasPrice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
953,getAddress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
954,oraclize_setNetwork,6,6,6,6,6,0,0,0,0,0,0,0,0,0,False,internal,[],False
955,__callback,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,[],False
956,__callback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
957,oraclize_getPrice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],False
958,oraclize_getPrice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],False
959,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
960,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
961,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
962,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
963,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
964,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
965,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
966,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
967,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
968,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
969,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
970,oraclize_query,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
971,oraclize_query,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
972,oraclize_query,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
973,oraclize_query,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,['oraclizeAPI'],True
